t, u_C, u_R, u_E, i
5.1799999999999997,0.045895522700176557,-0.045895522700176557,0,-0.045895522700176557
5.1900000000000004,0.045438854619140941,-0.045438854619140941,0,-0.045438854619140941
5.2000000000000002,0.044986730461433116,-0.044986730461433116,0,-0.044986730461433116
5.21,0.044539105014260491,-0.044539105014260491,0,-0.044539105014260491
5.2199999999999998,0.044095933514705352,-0.044095933514705352,0,-0.044095933514705352
5.2300000000000004,0.043657171645248363,-0.043657171645248363,0,-0.043657171645248363
5.2400000000000002,0.043222775529337051,-0.043222775529337051,0,-0.043222775529337051
5.25,0.042792701726997763,-0.042792701726997763,0,-0.042792701726997763
5.2599999999999998,0.042366907230491885,-0.042366907230491885,0,-0.042366907230491885
5.2699999999999996,0.041945349460014922,-0.041945349460014922,0,-0.041945349460014922
5.2800000000000002,0.041527986259438501,-0.041527986259438501,0,-0.041527986259438501
5.29,0.041114775892094835,-0.041114775892094835,0,-0.041114775892094835
5.2999999999999998,0.0407056770366028,-0.0407056770366028,0,-0.0407056770366028
5.3099999999999996,0.04030064878273594,-0.04030064878273594,0,-0.04030064878273594
5.3200000000000003,0.0398996506273313,-0.0398996506273313,0,-0.0398996506273313
5.3300000000000001,0.039502642470239255,-0.039502642470239255,0,-0.039502642470239255
5.3399999999999999,0.039109584610313206,-0.039109584610313206,0,-0.039109584610313206
5.3499999999999996,0.038720437741439621,-0.038720437741439621,0,-0.038720437741439621
5.3600000000000003,0.038335162948607296,-0.038335162948607296,0,-0.038335162948607296
5.3700000000000001,0.037953721704015918,-0.037953721704015918,0,-0.037953721704015918
5.3799999999999999,0.037576075863223153,-0.037576075863223153,0,-0.037576075863223153
5.3899999999999997,0.037202187661330224,-0.037202187661330224,0,-0.037202187661330224
5.4000000000000004,0.036832019709205306,-0.036832019709205306,0,-0.036832019709205306
5.4100000000000001,0.036465534989744808,-0.036465534989744808,0,-0.036465534989744808
5.4199999999999999,0.036102696854171321,-0.036102696854171321,0,-0.036102696854171321
5.4299999999999997,0.035743469018368945,-0.035743469018368945,0,-0.035743469018368945
5.4400000000000004,0.035387815559254687,-0.035387815559254687,0,-0.035387815559254687
5.4500000000000002,0.035035700911186331,-0.035035700911186331,0,-0.035035700911186331
5.46,0.03468708986240561,-0.03468708986240561,0,-0.03468708986240561
5.4699999999999998,0.034341947551517135,-0.034341947551517135,0,-0.034341947551517135
5.4800000000000004,0.034000239464002158,-0.034000239464002158,0,-0.034000239464002158
5.4900000000000002,0.03366193142876725,-0.03366193142876725,0,-0.03366193142876725
5.5,0.033326989614726917,-0.033326989614726917,0,-0.033326989614726917
5.5099999999999998,0.032995380527420647,-0.032995380527420647,0,-0.032995380527420647
5.5199999999999996,0.032667071005663358,-0.032667071005663358,0,-0.032667071005663358
5.5300000000000002,0.032342028218229249,-0.032342028218229249,0,-0.032342028218229249
5.54,0.032020219660568776,-0.032020219660568776,0,-0.032020219660568776
5.5499999999999998,0.031701613151557964,-0.031701613151557964,0,-0.031701613151557964
5.5599999999999996,0.031386176830280409,-0.031386176830280409,0,-0.031386176830280409
5.5700000000000003,0.031073879152841086,-0.031073879152841086,0,-0.031073879152841086
5.5800000000000001,0.030764688889212067,-0.030764688889212067,0,-0.030764688889212067
5.5899999999999999,0.030458575120109289,-0.030458575120109289,0,-0.030458575120109289
5.5999999999999996,0.030155507233900758,-0.030155507233900758,0,-0.030155507233900758
5.6100000000000003,0.029855454923545254,-0.029855454923545254,0,-0.029855454923545254
5.6200000000000001,0.029558388183561775,-0.029558388183561775,0,-0.029558388183561775
5.6299999999999999,0.02926427730702871,-0.02926427730702871,0,-0.02926427730702871
5.6399999999999997,0.028973092882613329,-0.028973092882613329,0,-0.028973092882613329
5.6500000000000004,0.028684805791630512,-0.028684805791630512,0,-0.028684805791630512
5.6600000000000001,0.028399387205130969,-0.028399387205130969,0,-0.028399387205130969
5.6699999999999999,0.028116808581018171,-0.028116808581018171,0,-0.028116808581018171
5.6799999999999997,0.027837041661194224,-0.027837041661194224,0,-0.027837041661194224
5.6900000000000004,0.027560058468733994,-0.027560058468733994,0,-0.027560058468733994
5.7000000000000002,0.027285831305087445,-0.027285831305087445,0,-0.027285831305087445
5.71,0.027014332747309678,-0.027014332747309678,0,-0.027014332747309678
5.7199999999999998,0.02674553564531866,-0.02674553564531866,0,-0.02674553564531866
5.7300000000000004,0.026479413119180163,-0.026479413119180163,0,-0.026479413119180163
5.7400000000000002,0.026215938556419866,-0.026215938556419866,0,-0.026215938556419866
5.75,0.025955085609361907,-0.025955085609361907,0,-0.025955085609361907
5.7599999999999998,0.025696828192494185,-0.025696828192494185,0,-0.025696828192494185
5.7699999999999996,0.025441140479859806,-0.025441140479859806,0,-0.025441140479859806
5.7800000000000002,0.025187996902474412,-0.025187996902474412,0,-0.025187996902474412
5.79,0.024937372145769354,-0.024937372145769354,0,-0.024937372145769354
5.7999999999999998,0.02468924114706009,-0.02468924114706009,0,-0.02468924114706009
5.8099999999999996,0.024443579093039965,-0.024443579093039965,0,-0.024443579093039965
5.8200000000000003,0.024200361417298845,-0.024200361417298845,0,-0.024200361417298845
5.8300000000000001,0.023959563797866502,-0.023959563797866502,0,-0.023959563797866502
5.8399999999999999,0.023721162154780331,-0.023721162154780331,0,-0.023721162154780331
5.8499999999999996,0.023485132647677327,-0.023485132647677327,0,-0.023485132647677327
5.8600000000000003,0.02325145167341007,-0.02325145167341007,0,-0.02325145167341007
5.8700000000000001,0.023020095863686467,-0.023020095863686467,0,-0.023020095863686467
5.8799999999999999,0.0227910420827327,-0.0227910420827327,0,-0.0227910420827327
5.8899999999999997,0.022564267424979811,-0.022564267424979811,0,-0.022564267424979811
5.9000000000000004,0.022339749212773014,-0.022339749212773014,0,-0.022339749212773014
5.9100000000000001,0.022117464994104032,-0.022117464994104032,0,-0.022117464994104032
5.9199999999999999,0.021897392540365747,-0.021897392540365747,0,-0.021897392540365747
5.9299999999999997,0.021679509844129384,-0.021679509844129384,0,-0.021679509844129384
5.9400000000000004,0.021463795116943737,-0.021463795116943737,0,-0.021463795116943737
5.9500000000000002,0.021250226787156358,-0.021250226787156358,0,-0.021250226787156358
5.96,0.021038783497756272,-0.021038783497756272,0,-0.021038783497756272
5.9699999999999998,0.020829444104238343,-0.020829444104238343,0,-0.020829444104238343
5.9800000000000004,0.020622187672488749,-0.020622187672488749,0,-0.020622187672488749
5.9900000000000002,0.020416993476691625,-0.020416993476691625,0,-0.020416993476691625
6,0.020213840997256399,-0.020213840997256399,0,-0.020213840997256399
6.0099999999999998,0.020012709918765824,-0.020012709918765824,0,-0.020012709918765824
6.0199999999999996,0.01981358012794443,-0.01981358012794443,0,-0.01981358012794443
6.0300000000000002,0.019616431711647189,-0.019616431711647189,0,-0.019616431711647189
6.04,0.019421244954868216,-0.019421244954868216,0,-0.019421244954868216
6.0499999999999998,0.01922800033876915,-0.01922800033876915,0,-0.01922800033876915
6.0599999999999996,0.019036678538727349,-0.019036678538727349,0,-0.019036678538727349
6.0700000000000003,0.01884726042240335,-0.01884726042240335,0,-0.01884726042240335
6.0800000000000001,0.018659727047827718,-0.018659727047827718,0,-0.018659727047827718
6.0899999999999999,0.018474059661506691,-0.018474059661506691,0,-0.018474059661506691
6.0999999999999996,0.018290239696546914,-0.018290239696546914,0,-0.018290239696546914
6.1100000000000003,0.018108248770798693,-0.018108248770798693,0,-0.018108248770798693
6.1200000000000001,0.017928068685017829,-0.017928068685017829,0,-0.017928068685017829
6.1299999999999999,0.01774968142104557,-0.01774968142104557,0,-0.01774968142104557
6.1399999999999997,0.017573069140006871,-0.017573069140006871,0,-0.017573069140006871
6.1500000000000004,0.017398214180526422,-0.017398214180526422,0,-0.017398214180526422
6.1600000000000001,0.017225099056962605,-0.017225099056962605,0,-0.017225099056962605
6.1699999999999999,0.017053706457658784,-0.017053706457658784,0,-0.017053706457658784
6.1799999999999997,0.016884019243212197,-0.016884019243212197,0,-0.016884019243212197
6.1900000000000004,0.016716020444759977,-0.016716020444759977,0,-0.016716020444759977
6.2000000000000002,0.016549693262282318,-0.016549693262282318,0,-0.016549693262282318
6.21,0.016385021062922337,-0.016385021062922337,0,-0.016385021062922337
6.2199999999999998,0.016221987379322879,-0.016221987379322879,0,-0.016221987379322879
6.2300000000000004,0.016060575907979706,-0.016060575907979706,0,-0.016060575907979706
6.2400000000000002,0.015900770507611205,-0.015900770507611205,0,-0.015900770507611205
6.25,0.015742555197544153,-0.015742555197544153,0,-0.015742555197544153
6.2599999999999998,0.015585914156115693,-0.015585914156115693,0,-0.015585914156115693
6.2699999999999996,0.01543083171909115,-0.01543083171909115,0,-0.01543083171909115
6.2800000000000002,0.015277292378097574,-0.015277292378097574,0,-0.015277292378097574
6.29,0.015125280779072934,-0.015125280779072934,0,-0.015125280779072934
6.2999999999999998,0.014974781720730652,-0.014974781720730652,0,-0.014974781720730652
6.3099999999999996,0.014825780153039467,-0.014825780153039467,0,-0.014825780153039467
6.3200000000000003,0.014678261175718427,-0.014678261175718427,0,-0.014678261175718427
6.3300000000000001,0.014532210036746899,-0.014532210036746899,0,-0.014532210036746899
6.3399999999999999,0.014387612130889264,-0.014387612130889264,0,-0.014387612130889264
6.3499999999999996,0.014244452998234436,-0.014244452998234436,0,-0.014244452998234436
6.3600000000000003,0.014102718322749825,-0.014102718322749825,0,-0.014102718322749825
6.3700000000000001,0.013962393930849816,-0.013962393930849816,0,-0.013962393930849816
6.3799999999999999,0.013823465789978258,-0.013823465789978258,0,-0.013823465789978258
6.3899999999999997,0.013685920007205286,-0.013685920007205286,0,-0.013685920007205286
6.4000000000000004,0.013549742827838,-0.013549742827838,0,-0.013549742827838
6.4100000000000001,0.013414920634044996,-0.013414920634044996,0,-0.013414920634044996
6.4199999999999999,0.013281439943494535,-0.013281439943494535,0,-0.013281439943494535
6.4299999999999997,0.013149287408006326,-0.013149287408006326,0,-0.013149287408006326
6.4400000000000004,0.013018449812216681,-0.013018449812216681,0,-0.013018449812216681
6.4500000000000002,0.012888914072257019,-0.012888914072257019,0,-0.012888914072257019
6.46,0.01276066723444538,-0.01276066723444538,0,-0.01276066723444538
6.4699999999999998,0.012633696473991107,-0.012633696473991107,0,-0.012633696473991107
6.4800000000000004,0.012507989093712337,-0.012507989093712337,0,-0.012507989093712337
6.4900000000000002,0.012383532522766309,-0.012383532522766309,0,-0.012383532522766309
6.5,0.0122603143153922,-0.0122603143153922,0,-0.0122603143153922
6.5099999999999998,0.012138322149666597,-0.012138322149666597,0,-0.012138322149666597
6.5199999999999996,0.012017543826271258,-0.012017543826271258,0,-0.012017543826271258
6.5300000000000002,0.011897967267273192,-0.011897967267273192,0,-0.011897967267273192
6.54,0.011779580514916873,-0.011779580514916873,0,-0.011779580514916873
6.5499999999999998,0.011662371730428389,-0.011662371730428389,0,-0.011662371730428389
6.5599999999999996,0.011546329192831627,-0.011546329192831627,0,-0.011546329192831627
